well,condition,tile,fov_token,n_p,totalVolume,n_p_totalVolume,totalArea,number_of_boundary_edges,fraction_of_boundary_edges_n_p,Mean_dgree,Std_dgree,Skewness_dgree,Kurtosis_dgree,q_25_dgree,q_50_dgree,q_75_dgree,Mean_dsc,Std_dsc,Skewness_dsc,Kurtosis_dsc,q_25_dsc,q_50_dsc,q_75_dsc,Mean_edg,Std_edg,Skewness_edg,Kurtosis_edg,q_25_edg,q_50_edg,q_75_edg,Mean_vlms,Std_vlms,Skewness_vlms,Kurtosis_vlms,q_25_vlms,q_50_vlms,q_75_vlms,Mean_fct,Std_fct,Skewness_fct,Kurtosis_fct,q_25_fct,q_50_fct,q_75_fct
F7,200 nm Binimetinib,0,F7_tile_0_fused_tp_0,33,133347.6189,0.00024747,13522.778,21,0.63636,10.1212,2.2605,0.39145,2.5728,9,10,11.25,30.6,7.7887,-0.46502,1.8535,21.9494,33.3551,36.0583,27.3491,7.5975,0.42991,2.996,21.2492,26.8666,32.6331,1149.5484,528.7231,0.47423,3.5949,758.2756,1148.1147,1480.2865,355.8626,154.8918,0.16138,2.2293,233.3491,361.2865,465.2281
F7,200 nm Binimetinib,1,F7_tile_1_fused_tp_0,67,278682.4179,0.00024042,22231.1223,31,0.46269,11.6418,2.5448,1.4788,7.1848,10,11,13,37.1362,9.7591,-0.34148,2.8657,30.2784,38.737,42.5075,26.603,9.4557,1.2262,5.2148,20.1016,25.3024,30.9793,944.6862,522.4102,0.66395,3.6173,576.8262,902.4177,1256.6741,383.2952,237.4443,1.1834,4.7025,206.3256,332.2019,506.3258
F7,200 nm Binimetinib,2,F7_tile_2_fused_tp_0,20,63966.7386,0.00031266,8737.873,13,0.65,9.2,1.6733,0.091279,2.9599,8.5,9,10,26.7995,7.3481,-0.43976,3.0184,22.0075,27.4309,32.0403,28.6487,9.4139,0.47752,3.2495,22.9526,27.9225,33.4638,1031.7216,702.1195,0.9611,3.8223,492.386,948.0376,1398.9709,397.176,178.8531,0.65425,4.3373,301.0619,389.646,479.7638
F7,200 nm Binimetinib,3,F7_tile_3_fused_tp_0,42,144268.6879,0.00029112,14101.442,28,0.66667,10.5714,2.2861,1.1215,4.5358,9,10,12,31.5541,7.8314,-1.2791,4.4303,27.681,34.4871,37.2732,25.6883,7.0463,0.42396,3.1486,20.848,24.7426,29.7791,930.7657,546.5334,0.87589,4.1328,578.382,885.8041,1252.8267,271.1816,134.0817,1.1836,3.9193,180.3033,247.1276,335.1025
F7,200 nm Binimetinib,4,F7_tile_4_fused_tp_0,62,204780.5925,0.00030276,17692.2861,33,0.53226,11.1935,2.3598,0.49092,2.6112,10,11,13,33.2442,8.4284,-0.86962,2.9578,27.2913,35.9263,39.3376,23.9619,6.7416,0.66746,3.7538,19.0095,23.0257,27.8375,803.0611,398.8853,0.24021,2.5232,486.3479,791.3931,1102.9419,285.3595,121.2218,0.64734,3.1634,208.0603,258.2337,370.725
F7,200 nm Binimetinib,5,F7_tile_5_fused_tp_0,35,180885.3363,0.00019349,18805.1002,18,0.51429,10.6857,1.8907,0.35623,2.8669,9,11,11.75,36.1765,17.6203,1.2671,5.0203,26.1092,32.6553,42.2534,34.9935,21.9777,2.3143,8.4821,21.8153,28.5972,36.8135,1320.3309,888.6036,2.7892,14.7842,885.6684,1164.2475,1546.5362,587.6594,468.3233,1.5487,4.6805,249.2854,408.9382,750.5221
F7,200 nm Binimetinib,6,F7_tile_6_fused_tp_0,29,66425.3703,0.00043658,9200.5805,22,0.75862,10.4138,2.0791,-0.082116,2.5387,9,10,12,28.7985,8.9306,-0.61388,2.4657,21.7042,31.1276,37.2526,26.0551,10.3002,1.1578,4.6105,19.0056,24.3604,30.2435,644.9065,451.0842,1.1621,4.4381,317.5246,549.9187,894.0973,230.0145,143.1769,0.66478,2.4517,112.7445,202.8801,310.6985
F7,200 nm Binimetinib,7,F7_tile_7_fused_tp_0,26,58480.6993,0.00044459,7939.9855,21,0.80769,9.6154,2.2105,0.77208,2.9195,8,9,11,24.4756,6.4304,-1.015,3.2253,22.9031,25.6895,27.7021,23.7917,6.1777,0.51646,3.1481,18.7802,23.7971,27.184,721.9839,377.8072,-0.1964,2.464,551.8047,737.4004,989.6444,208.947,101.7404,1.4676,5.7605,140.7633,199.9555,237.871
F7,200 nm Binimetinib,8,F7_tile_8_fused_tp_0,24,72338.0947,0.00033178,9197.8165,18,0.75,8.8333,1.9262,1.3224,5.5688,7,9,10,27.1316,6.1021,-0.71275,2.9299,23.6951,28.4563,30.9141,26.3472,7.4536,0.72161,3.6778,20.6946,25.6488,30.2507,1079.6731,598.8649,0.29127,2.4722,651.4354,1081.8553,1436.4133,287.4318,108.9219,0.52866,2.4386,193.9264,261.8909,367.3128
F7,200 nm Binimetinib,9,F7_tile_9_fused_tp_0,34,114007.5524,0.00029823,12480.2648,25,0.73529,9.8824,2.4589,1.6892,6.9309,8,9,11,30.3676,7.5488,-0.67984,2.8827,26.2902,31.9931,35.5554,26.3395,7.7975,0.57861,3.8938,21.7176,25.0664,31.1517,1017.9246,615.3395,0.26721,2.4472,584.3366,1047.6133,1463.9337,271.3101,132.7511,1.0334,3.8003,186.1577,234.1762,341.2409
F8,200 nm Binimetinib,0,F8_tile_0_fused_tp_0,31,160152.7017,0.00019357,16264.0908,18,0.58065,10,2.2061,0.60597,3.214,9,9,11.75,34.0028,11.2198,-0.67522,2.7359,28.8684,36.8975,41.9203,31.0916,10.9396,0.60091,3.3682,23.3285,29.7946,37.198,1469.2908,1001.813,1.1481,4.433,700.869,1294.377,1929.8385,508.2528,258.419,0.91827,3.3403,348.8402,435.1299,658.9905
F8,200 nm Binimetinib,1,F8_tile_1_fused_tp_0,16,54801.154,0.00029196,8272.8759,12,0.75,8.5,1.5055,0.54476,3.045,7.5,8,9.5,27.8308,7.9039,-0.40988,1.819,20.2188,31.2738,33.7937,31.6833,11.6244,0.19064,2.4997,24.1578,32.123,39.901,1274.4454,872.4598,1.0845,4.1552,540.5311,1240.8885,1559.1584,413.6438,247.1397,0.8361,2.7388,266.1776,334.7441,535.3083
F8,200 nm Binimetinib,2,F8_tile_2_fused_tp_0,28,112037.7879,0.00024992,12174.1363,22,0.78571,9.2857,2.5071,1.5937,5.2725,8,9,10,30.9356,7.4,-1.0845,3.3654,27.9682,33.2586,35.5723,27.808,7.3944,0.60685,3.6342,22.8415,27.1914,32.012,1349.8529,615.4597,-0.07274,2.552,858.786,1452.8305,1731.6878,304.3534,155.2158,1.1232,5.2905,218.8758,283.7999,347.2526
F8,200 nm Binimetinib,3,F8_tile_3_fused_tp_0,38,132327.9368,0.00028717,14292.8618,22,0.57895,10.4211,2.1764,0.78582,3.0584,9,10,12,31.3098,9.7753,-0.58342,2.9706,26.3366,31.6744,37.8847,26.708,9.0062,1.0629,4.9361,20.0439,25.6038,31.774,938.496,535.9706,0.52613,2.8597,554.728,861.007,1313.7598,357.3215,203.7308,1.13,3.6206,203.4483,301.6312,440.2018
F8,200 nm Binimetinib,4,F8_tile_4_fused_tp_0,19,56342.3302,0.00033722,7930.3964,16,0.84211,8.2105,2.0971,1.6081,6.9745,7,8,9,26.2063,6.7984,-1.2695,4.5518,22.7403,28.3357,31.1631,26.9727,7.0315,0.47211,2.4459,21.0302,25.6235,31.0805,1224.8333,677.4438,0.36123,2.957,689.209,1206.4892,1609.0086,283.2284,138.6567,0.89486,2.4928,178.9139,220.7542,375.2784
F8,200 nm Binimetinib,5,F8_tile_5_fused_tp_0,27,108693.9609,0.0002484,12062.5439,17,0.62963,9.6296,1.713,0.54692,3.5094,8.25,9,10.75,30.2606,7.4582,-0.68076,2.4012,24.8175,33.6754,35.6334,28.904,8.8165,0.76737,3.7778,22.3617,27.6737,34.2334,1221.2805,716.1191,0.93323,4.0832,714.0851,1083.0925,1670.2504,402.0848,194.8244,0.71548,2.9833,242.1249,389.844,518.8021
F8,200 nm Binimetinib,6,F8_tile_6_fused_tp_0,35,160432.3423,0.00021816,15325.3257,26,0.74286,9.7143,2.4683,1.0485,3.9872,8,9,10.75,34.6035,6.9131,-0.96911,3.634,31.7948,35.5574,39.489,29.4505,10.358,0.41413,2.4328,21.6926,27.6247,37.7309,1432.4316,1147.1058,1.3938,5.5922,581.3002,1160.1583,1951.604,319.2776,191.1517,0.49976,2.4196,179.4418,280.6609,483.5755
F8,200 nm Binimetinib,7,F8_tile_7_fused_tp_0,23,81487.2531,0.00028225,10178.9832,18,0.78261,9.4783,2.2334,0.93044,3.3777,8,9,10.75,27.9107,7.8855,-1.1018,3.4224,23.4405,30.4248,33.576,28.2865,7.4814,0.55732,3.1952,22.544,28.3279,31.6214,1147.7078,651.0604,0.14605,2.4305,631.1703,1115.3792,1673.2707,318.0932,160.6173,0.1877,1.9994,217.2426,287.2302,450.3144
F8,200 nm Binimetinib,8,F8_tile_8_fused_tp_0,38,138096.7152,0.00027517,14244.7211,21,0.55263,10.8421,2.0339,0.99832,3.3689,9,10,12,30.1207,8.7296,-0.17686,3.1492,24.1895,30.521,35.5798,26.8071,9.4661,1.4832,6.55,20.5603,24.9139,30.2228,920.6448,513.1748,0.72114,3.1898,540.3886,866.191,1192.4752,374.8611,197.9592,1.0345,3.9443,229.947,345.8068,452.1241
F8,200 nm Binimetinib,9,F8_tile_9_fused_tp_0,35,150209.9617,0.00023301,15468.0489,18,0.51429,10.5714,2.0333,0.4064,2.8183,9,10,12,31.7742,10.1961,-0.64091,2.5789,24.1087,35.0931,41.0751,28.9518,10.1983,1.027,4.3745,22.6927,27.5022,33.7353,1112.6664,667.1509,0.60495,3.0214,629.1441,1026.1221,1524.8291,483.3765,276.6409,0.34535,2.2588,266.5014,446.5783,659.3172
G5,3.5 um Binimetinib -ve control,0,G5_tile_0_fused_tp_0,37,148889.8829,0.00024851,14453.3268,24,0.64865,9.9459,2.2846,1.0025,3.937,8,9,11,31.3631,8.495,-0.95536,3.0105,26.5324,34.0838,37.6542,26.7954,7.381,0.71931,3.4444,20.9983,25.7608,31.2478,1181.6657,567.4106,0.48893,3.2355,845.3391,1115.47,1527.3321,328.4847,129.7168,0.438,2.5567,238.7266,310.6295,421.0822
G5,3.5 um Binimetinib -ve control,1,G5_tile_1_fused_tp_0,40,259553.5379,0.00015411,21431.4438,25,0.625,10.8,2.1744,0.80561,3.5442,9,10.5,12,38.5065,10.6538,-0.55577,2.7482,30.1803,40.8982,45.5584,32.573,10.9121,0.95766,4.8211,23.8263,31.5136,38.6826,1685.4126,1086.3666,1.3268,5.1364,921.2927,1424.9355,2261.0117,465.901,254.9079,0.836,3.003,273.9665,406.5033,700.8277
G5,3.5 um Binimetinib -ve control,2,G5_tile_2_fused_tp_0,27,90813.3837,0.00029731,10711.1134,19,0.7037,9.4074,1.9267,0.85051,4.3567,8,9,10,28.3366,7.456,-0.94411,3.3447,23.3215,30.8432,33.5156,26.4897,7.1778,0.72154,3.5452,21.3283,26.0603,30.548,1081.1117,471.85,-0.17473,2.1915,731.1751,1102.529,1411.1974,315.0327,144.6405,0.50235,2.261,221.1822,278.2485,425.6484
G5,3.5 um Binimetinib -ve control,3,G5_tile_3_fused_tp_0,19,28155.0052,0.00067484,5064.9053,15,0.78947,8.7368,1.4848,0.25589,2.7974,8,9,9.75,21.3471,5.1544,0.25949,2.3642,18.0928,20.896,24.5802,22.6741,7.5102,0.71993,3.4736,17.2924,21.9449,27.231,541.4424,384.4726,1.0746,3.5935,247.1556,471.2147,776.0954,194.8041,93.8812,1.3436,4.1795,132.7411,171.832,207.7392
G5,3.5 um Binimetinib -ve control,4,G5_tile_4_fused_tp_0,41,134480.3155,0.00030488,14052.7336,25,0.60976,10.4878,1.8725,0.23906,2.7401,9,11,12,29.845,9.9333,-0.12003,4.0708,23.9115,31.4712,35.1228,25.2492,8.9979,1.0005,4.4882,19.2175,23.8223,29.5694,884.7389,620.1724,1.3928,6.1525,438.8688,845.5421,1127.8807,305.4942,189.4973,0.54293,2.2464,131.7894,288.8014,433.0931
G5,3.5 um Binimetinib -ve control,5,G5_tile_5_fused_tp_0,33,102443.9652,0.00032213,11503.1219,22,0.66667,10,1.8708,0.58158,2.5676,9,10,11.25,28.0409,7.9912,-0.75664,2.2996,22.6733,30.7494,34.307,25.1675,7.1204,0.49562,3.1971,20.2046,24.5093,29.0982,906.5838,448.9646,0.38597,2.5866,570.1553,834.873,1214.1329,287.578,127.2219,0.51177,2.6329,185.6776,275.812,378.8088
G5,3.5 um Binimetinib -ve control,6,G5_tile_6_fused_tp_0,25,60668.8555,0.00041207,8288.795,17,0.68,9.6,2.1213,0.78049,2.8035,8,9,10.25,24.4962,6.9492,-0.5975,2.6746,21.5365,26.2969,28.1348,24.17,6.6722,0.44537,2.8162,19.1076,23.6449,28.2421,748.9982,431.9696,0.66179,2.8526,425.0985,654.5793,1065.4176,276.2932,109.0209,0.53831,2.4995,185.5485,250.3198,371.198
G5,3.5 um Binimetinib -ve control,7,G5_tile_7_fused_tp_0,58,215554.2193,0.00026907,18361.2235,32,0.55172,11.1379,2.544,1.2567,5.9766,9,11,12,33.9707,9.3742,-0.93246,3.0507,29.3707,36.6532,39.7362,25.3703,8.082,0.72952,4.2067,20.007,24.8507,29.7063,913.3653,592.4034,1.3436,5.5234,485.8739,791.4102,1188.7417,306.0204,172.8651,0.45061,2.6648,158.1651,283.7962,438.3258
G5,3.5 um Binimetinib -ve control,8,G5_tile_8_fused_tp_0,34,66403.4471,0.00051202,8451.0869,26,0.76471,9.7059,2.5528,2.0978,9.3428,9,9,10,25.0404,6.0084,-1.3245,5.1721,21.0187,26.7219,28.7016,21.1528,5.433,0.041275,2.8012,17.5319,21.2165,24.4776,614.8467,361.6032,0.43196,2.4017,292.4416,619.3816,834.8941,176.0643,67.2836,0.0013706,2.6289,129.7875,183.8675,214.6433
G5,3.5 um Binimetinib -ve control,9,G5_tile_9_fused_tp_0,30,139649.0286,0.00021482,14340.9803,18,0.6,10.3333,1.9711,0.70634,2.4742,9,10,12,31.1165,9.7688,-0.39908,2.3391,24.1019,33.4887,39.0024,29.3115,9.6364,0.83964,3.8907,22.094,27.9165,34.4413,1269.5366,778.8938,0.91525,3.9072,684.0788,1124.7678,1719.8908,448.1556,217.1419,0.16529,2.2509,285.2904,445.5821,580.5056
G6,3.5 um Binimetinib -ve control,0,G6_tile_0_fused_tp_0,40,238085.3966,0.00016801,21690.6945,19,0.475,11.1,1.6764,0.56818,2.5247,10,11,12,35.6302,14.6559,1.4582,6.0864,27.3305,33.7576,40.8119,32.1174,16.388,2.0372,7.6312,23.4582,27.084,34.4415,1434.2494,1039.2299,1.4319,5.0035,698.2044,1174.2574,1841.9575,637.9616,447.6902,1.4339,4.4651,307.1468,520.885,721.5827
G6,3.5 um Binimetinib -ve control,1,G6_tile_1_fused_tp_0,28,93275.5823,0.00030019,10892.2397,16,0.57143,10.2143,1.729,0.10097,2.6812,9,10,11,26.7991,8.6253,-0.71323,2.2725,22.3564,27.8541,33.8498,26.5558,8.157,0.74044,3.348,21.1491,25.1297,30.4775,914.4665,515.4243,0.65139,3.0061,564.9659,849.673,1141.1759,389.0086,187.2101,0.6104,2.4797,251.1839,364.5991,514.0994
G6,3.5 um Binimetinib -ve control,2,G6_tile_2_fused_tp_0,35,108092.9043,0.0003238,12052.2007,23,0.65714,10.2857,1.9789,1.167,5.4734,9,10,11,29.0389,7.4888,-0.52956,2.6254,25.6076,30.1258,34.785,25.4019,7.8561,1.0064,5.1139,20.5517,24.2023,29.2669,864.7432,441.9279,0.28718,2.7698,564.2672,814.2509,1204.6613,286.9572,134.0615,0.96817,4.1826,211.2544,254.973,350.0197
G6,3.5 um Binimetinib -ve control,3,G6_tile_3_fused_tp_0,54,157794.9665,0.00034222,14782.4493,39,0.72222,10.5556,3.0073,1.2281,4.3945,9,10,12,32.1355,7.5786,-1.4792,4.813,29.6369,34.9482,37.4512,23.4921,6.2175,0.57062,4.0946,19.449,23.062,27.0371,809.205,471.3762,0.32494,2.831,462.3958,821.5645,1114.0543,199.7628,95.7992,0.89461,4.2093,140.9518,182.855,255.8784
G6,3.5 um Binimetinib -ve control,4,G6_tile_4_fused_tp_0,34,91598.4254,0.00037119,10633.6395,24,0.70588,9.9412,2.242,1.4827,6.0821,8,9.5,11,26.7665,8.1094,-0.97183,2.8996,21.0839,29.4643,32.9068,23.6889,6.6728,0.31063,2.8514,18.446,23.2044,28.3322,803.495,465.9763,0.62567,2.9908,469.5016,720.0671,1068.5804,241.6736,112.4166,1.2387,4.8132,160.7709,214.1761,296.7827
G6,3.5 um Binimetinib -ve control,5,G6_tile_5_fused_tp_0,18,53852.7177,0.00033424,7918.1375,16,0.88889,8.1111,2.1663,1.7825,6.6888,7,8,9,26.5449,7.5462,-0.42092,3.3495,23.9166,26.25,32.3508,28.2092,9.3997,0.84269,4.9916,22.7907,27.7755,33.1266,1282.2076,727.839,0.14771,2.0893,796.1895,1196.7797,1919.3978,282.7906,171.1194,1.231,5.7724,157.1965,257.1242,378.612
G6,3.5 um Binimetinib -ve control,6,G6_tile_6_fused_tp_0,29,157409.4954,0.00018423,16423.9322,21,0.72414,9.7241,2.0159,0.81089,3.551,8,9,10.25,34.5572,9.5666,-0.33579,2.8648,27.9526,33.6249,41.1752,31.9756,10.4424,0.44383,3.7999,24.4503,31.8062,37.728,1674.5691,1137.5535,0.86655,3.8979,848.3294,1468.6713,2274.9227,432.2087,217.9419,0.43877,3.0402,278.6488,438.3625,548.4617
G6,3.5 um Binimetinib -ve control,7,G6_tile_7_fused_tp_0,21,45962.2957,0.0004569,6758.7463,19,0.90476,8.1905,2.2939,2.3589,8.1831,7,8,8,24.1631,5.0826,-1.8873,6.2675,23.3799,25.4083,26.3501,23.3808,5.338,-0.10315,2.658,20.3506,22.5542,27.806,938.006,435.4016,-0.071085,2.4164,700.7573,989.456,1226.9008,198.7867,88.4076,0.79926,3.2823,138.5342,190.7314,253.0562
G6,3.5 um Binimetinib -ve control,8,G6_tile_8_fused_tp_0,55,222349.9544,0.00024736,19253.6945,25,0.45455,11.4909,2.3402,0.68087,2.5991,10,11,13,33.1793,10.2222,-0.30237,4.0165,26.9306,34.376,40.6251,26.435,9.9836,1.9089,8.8773,20.2316,24.7902,29.9976,930.3345,590.8829,2.33,15.7981,560.3648,892.93,1204.0905,418.5586,206.4204,0.9275,3.7368,248.7544,383.0692,539.2878
G6,3.5 um Binimetinib -ve control,9,G6_tile_9_fused_tp_0,25,96532.3963,0.00025898,11427.9977,17,0.68,9.84,1.6503,0.71418,3.2787,9,10,10.25,29.3764,7.7903,-0.35933,2.2872,24.0359,32.1941,34.5331,29.0826,8.5645,0.94522,3.8371,23.3661,26.8889,33.2354,1149.1952,587.7825,0.091016,2.4257,709.7687,1195.5307,1581.3084,380.9333,174.4315,0.57993,2.3537,256.6463,330.6606,522.6777
G7,3.5 um Binimetinib -ve control,0,G7_tile_0_fused_tp_0,26,88388.6466,0.00029416,10659.6375,18,0.69231,9.8462,1.7133,-0.48695,2.6197,9,10,11,27.3064,7.7749,-0.35935,2.1072,22.2089,27.5315,33.9178,27.3711,8.793,0.72783,3.5976,21.1304,25.8475,32.6011,1015.9615,613.4666,0.56136,2.6384,498.2852,1004.2007,1372.6018,333.1137,178.5264,0.90825,3.9816,198.812,301.1091,485.9798
G7,3.5 um Binimetinib -ve control,1,G7_tile_1_fused_tp_0,19,95724.5235,0.00019849,11634.0115,14,0.73684,8.3158,1.8872,0.65112,3.3409,7,8,9.75,31.9243,9.8573,-0.60335,3.2558,26.4759,33.7222,37.3363,32.494,9.5317,0.56174,3.3132,26.4621,30.7019,37.6578,1953.5617,1174.7369,0.69744,3.0129,1117.0797,1876.4886,2532.7712,484.7505,247.8934,0.7539,3.021,310.1527,434.1684,682.3568
G7,3.5 um Binimetinib -ve control,2,G7_tile_2_fused_tp_0,44,142401.3024,0.00030899,14254.1784,27,0.61364,10.7273,2.2137,0.42784,2.8051,9,10.5,12,29.8838,8.8626,-0.34001,2.4614,24.0401,30.834,35.8744,24.3917,7.9617,0.80651,4.0003,19.1199,23.2917,28.6989,847.6268,544.4733,1.0904,4.4052,409.3308,748.0509,1160.4113,285.0836,173.9218,0.51822,2.2764,156.656,248.2499,420.1205
G7,3.5 um Binimetinib -ve control,3,G7_tile_3_fused_tp_0,22,51989.8683,0.00042316,7478.5718,17,0.77273,9,2.1381,1.4661,6.3307,8,9,10,24.613,6.8701,-1.1564,3.1858,21.4353,27.4595,28.9641,24.9182,7.6533,0.36576,2.9646,18.7966,25.4377,30.1446,825.236,542.1446,1.0013,4.3004,441.1218,810.9987,1067.5566,249.2857,116.9307,0.57733,2.2536,165.2748,216.209,329.0261
G7,3.5 um Binimetinib -ve control,4,G7_tile_4_fused_tp_0,9,15855.3182,0.00056763,3774.7232,8,0.88889,6,1,0.7955,2.8125,5,6,6.25,20.1281,6.2091,-0.7171,2.5686,17.0765,19.7316,25.2706,26.9011,6.7706,0.097638,2.9726,22.0393,26.5461,31.7738,1219.6399,633.3582,0.29242,1.5581,648.9282,1090.3199,1968.6605,314.5603,110.8743,-0.17548,1.9092,239.6745,328.4489,402.8748
G7,3.5 um Binimetinib -ve control,5,G7_tile_5_fused_tp_0,25,77732.043,0.00032162,9900.3597,17,0.68,9.28,1.9689,-0.46634,2.4976,8,10,10.25,26.7951,8.9182,-0.87397,3.3386,21.9084,29.4206,32.2416,26.6747,8.3299,0.5994,2.9972,20.8125,25.5622,32.1729,1009.5071,506.0765,0.9322,3.9904,656.43,947.0293,1309.0085,330.012,136.724,0.71496,4.0077,244.9665,325.3051,382.9811
G7,3.5 um Binimetinib -ve control,6,G7_tile_6_fused_tp_0,46,200116.541,0.00022987,18239.309,24,0.52174,11.0435,2.8202,0.71849,3.3012,9,10,13,33.9367,10.4457,-0.31367,2.0065,23.8885,35.1957,41.6149,28.175,10.4145,0.82121,4.2829,20.6455,26.9883,33.8993,1070.1419,685.2583,0.75993,3.3049,544.6745,979.0058,1470.4587,414.5297,277.3941,1.345,4.405,226.4053,319.8199,516.9189
G7,3.5 um Binimetinib -ve control,7,G7_tile_7_fused_tp_0,30,88564.146,0.00033874,10312.243,24,0.8,9.2,2.3104,0.52008,2.4143,7,9,10,27.7023,7.3512,-1.6539,5.2078,27.4138,30.2163,31.3791,24.9485,6.3929,0.14667,3.1704,20.8954,25.1881,29.3943,1017.9787,467.8547,-0.052341,2.494,686.8174,1000.2176,1339.8132,234.3692,93.8556,0.62478,3.3283,184.1347,219.377,276.5141
G7,3.5 um Binimetinib -ve control,8,G7_tile_8_fused_tp_0,34,117703.9729,0.00028886,12683.4707,23,0.67647,10.0588,1.9991,0.72657,3.7549,9,10,11,29.8215,8.3261,-0.9785,4.2904,23.9337,31.9977,36.0673,26.226,7.6353,0.77255,3.516,20.2338,25.3505,30.3439,1006.0169,480.8891,0.21176,2.5223,671.8906,963.7301,1349.3145,301.9874,181.9503,1.0767,4.3035,177.9766,262.1909,405.1017
G7,3.5 um Binimetinib -ve control,9,G7_tile_9_fused_tp_0,24,90121.0296,0.00026631,11230.1282,15,0.625,9.8333,1.9927,0.066104,2.2114,8,10,11.5,29.0116,8.7412,-0.55634,2.0937,21.8861,31.5862,36.2232,29.8365,9.8907,0.83792,3.5011,22.215,28.0339,35.7032,1099.0369,528.3924,0.063442,2.6373,722.9252,1140.3352,1486.1503,431.928,220.9493,1.5936,7.1627,304.3221,416.7676,492.4841
G8,3.5 um Binimetinib -ve control,0,G8_tile_0_fused_tp_0,50,249268.4799,0.00020059,20597.4596,32,0.64,10.8,2.7405,1.1671,5.3084,9,11,12,37.3031,9.6534,-0.7252,2.7497,31.5846,38.8752,44.4349,28.7663,9.5821,0.67352,3.6746,21.969,27.7389,34.2292,1305.0706,1050.6336,1.6181,5.7896,624.7459,969.2812,1631.2557,343.291,200.1958,1.3636,5.5299,234.7875,310.5506,425.9139
G8,3.5 um Binimetinib -ve control,1,G8_tile_1_fused_tp_0,38,172982.7102,0.00021968,16176.9343,25,0.65789,10.3684,2.283,0.91837,5.0318,9,10.5,11,33.2584,9.3735,-0.88292,3.3447,28.1543,34.8634,39.4596,28.2293,7.9433,0.72306,3.9507,23.1059,27.5093,31.5087,1262.6475,621.652,0.49991,3.4074,861.0761,1232.5231,1565.4775,351.6725,142.8346,1.0722,4.3611,249.5879,325.7381,443.02
G8,3.5 um Binimetinib -ve control,2,G8_tile_2_fused_tp_0,35,135224.565,0.00025883,13629.9808,24,0.68571,10.1143,2.0547,0.36028,2.5698,9,10,11,29.7005,9.0896,-0.59381,2.2285,21.1642,32.6238,37.2375,26.1989,7.5388,0.53295,3.7436,21.2648,26.1297,30.347,1117.5584,685.8729,0.80002,3.3961,659.0212,972.2832,1538.2593,309.7723,170.4477,1.1002,4.0099,179.4457,277.8629,401.4738
G8,3.5 um Binimetinib -ve control,3,G8_tile_3_fused_tp_0,53,271069.3495,0.00019552,21409.9587,28,0.5283,11.1698,2.1991,0.2969,2.3458,9.75,11,13,35.8208,10.5485,-0.75238,2.6852,28.8408,39.9917,45.35,27.8033,8.2605,0.71437,3.6081,21.7082,26.6619,32.7699,1243.4374,714.3975,1.4899,6.7508,794.8522,1072.4169,1587.1454,411.73,171.9428,0.3522,2.7421,280.6669,372.6102,534.8577
G8,3.5 um Binimetinib -ve control,4,G8_tile_4_fused_tp_0,22,39025.7839,0.00056373,6255.6731,17,0.77273,8.9091,1.7971,-0.012493,2.5452,8,9,10,22.8217,6.7562,-0.65855,2.5469,18.9047,25.1215,27.607,22.2937,6.5921,0.7636,3.9743,18.0405,20.9032,25.4822,629.4481,302.9874,0.045479,2.444,374.334,656.028,835.4243,208.5224,96.2463,0.24586,3.1984,165.7452,213.0366,254.116
G8,3.5 um Binimetinib -ve control,5,G8_tile_5_fused_tp_0,29,106981.1748,0.00027108,11927.0435,20,0.68966,9.931,2.235,0.77144,3.3407,8,9,11,29.6924,8.2079,-0.83682,3.3595,23.9619,32.5546,36.295,27.6964,8.8735,0.83259,3.5267,21.0069,26.1078,33.5289,1091.6446,578.0094,1.024,3.8891,661.6842,945.8863,1464.4399,331.3068,192.7685,0.90847,3.1662,174.6047,297.4537,459.7479
G8,3.5 um Binimetinib -ve control,6,G8_tile_6_fused_tp_0,52,261589.5285,0.00019878,21294.7818,26,0.5,11.1154,2.3149,0.3181,2.6009,9,11,13,35.4424,10.9979,-0.6214,2.6473,26.9605,37.9835,44.3537,28.2262,9.5702,0.72556,3.8514,21.393,27.3488,32.9519,1222.381,720.0238,0.5362,3.0289,676.2768,1198.0714,1673.3548,443.6413,221.4925,0.90217,3.0823,282.3854,376.5344,583.3022
G8,3.5 um Binimetinib -ve control,7,G8_tile_7_fused_tp_0,35,112731.9004,0.00031047,12113.3184,22,0.62857,10.2286,2.4385,0.97747,4.3006,9,10,12,28.9075,7.726,-0.92791,2.8906,23.0273,32.6212,34.1314,25.4068,7.3419,0.66242,3.4509,20.3166,24.6126,29.3432,901.8552,516.178,0.79129,3.9661,492.2489,848.2837,1160.7244,302.833,132.7164,0.27908,2.0489,207.0544,278.1022,415.1779
G8,3.5 um Binimetinib -ve control,8,G8_tile_8_fused_tp_0,14,28167.7129,0.00049702,5210.9408,12,0.85714,8,1.4676,1.6668,5,7,7.5,8,22.064,6.3256,-0.57057,2.4535,17.7551,22.5642,27.3349,26.2166,7.5775,0.70471,3.1735,19.802,24.7683,30.6464,853.5671,475.3986,0.45169,3.3622,552.7183,886.6217,1065.1516,260.547,97.5728,0.078124,1.7479,184.1674,249.0282,335.3466
